state_ID,year,population
KS,2014,2900000
KS,2013,2893000
KS,2012,2885000
KS,2011,2869000
KS,2010,2858000
KS,2009,2833000
KS,2008,2808000
KS,2007,2784000
KS,2006,2763000
KS,2005,2745000
KS,2004,2734000
KS,2003,2723000
KS,2002,2714000
KS,2001,2702000
KS,2000,2694000
KS,1999,2678000
KS,1998,2661000
KS,1997,2635000
KS,1996,2615000
KS,1995,2601000
KS,1994,2581000
KS,1993,2557000
KS,1992,2532000
KS,1991,2499000
KS,1990,2481000
KS,1989,2473000
KS,1988,2462000
KS,1987,2445000
KS,1986,2433000
KS,1985,2427000
KS,1984,2424000
KS,1983,2416000
KS,1982,2401000
KS,1981,2385000
KS,1980,2369000
KS,1979,2351000
KS,1978,2336000
KS,1977,2321000
KS,1976,2301000
KS,1975,2281000
KS,1974,2269000
KS,1973,2266000
KS,1972,2256000
KS,1971,2247000
KS,1970,2249000
KS,1969,2236000
KS,1968,2216000
KS,1967,2197000
KS,1966,2200000
KS,1965,2206000
KS,1964,2209000
KS,1963,2217000
KS,1962,2231000
KS,1961,2215000
KS,1960,2183000
ID,2018,1751000
ID,2017,1718000
ID,2016,1682000
ID,2015,1651000
ID,2014,1631000
ID,2013,1611000
ID,2012,1595000
ID,2011,1584000
ID,2010,1571000
ID,2009,1554000
ID,2008,1534000
ID,2007,1505000
ID,2006,1469000
ID,2005,1428000
ID,2004,1392000
ID,2003,1363000
ID,2002,1340000
ID,2001,1320000
ID,2000,1299000
ID,1999,1276000
ID,1998,1252000
ID,1997,1229000
ID,1996,1203000
ID,1995,1177000
ID,1994,1145000
ID,1993,1109000
ID,1992,1072000
ID,1991,1041000
ID,1990,1012000
ID,1989,994000
ID,1988,986000
ID,1987,985000
ID,1986,990000
ID,1985,994000
ID,1984,991000
ID,1983,982000
ID,1982,974000
ID,1981,962000
ID,1980,948000
ID,1979,933000
ID,1978,911000
ID,1977,883000
ID,1976,857000
ID,1975,832000
ID,1974,808000
ID,1973,782000
ID,1972,763000
ID,1971,739000
ID,1970,718000
ID,1969,707000
ID,1968,695000
ID,1967,688000
ID,1966,689000
ID,1965,686000
ID,1964,680000
ID,1963,683000
ID,1962,692000
ID,1961,684000
ID,1960,671000
NY,2018,19530000
NY,2017,19590000
NY,2016,19633000
NY,2015,19655000
NY,2014,19651000
NY,2013,19624000
NY,2012,19573000
NY,2011,19499000
NY,2010,19400000
NY,2009,19307000
NY,2008,19212000
NY,2007,19132000
NY,2006,19105000
NY,2005,19133000
NY,2004,19172000
NY,2003,19176000
NY,2002,19138000
NY,2001,19083000
NY,2000,19002000
NY,1999,18883000
NY,1998,18756000
NY,1997,18657000
NY,1996,18588000
NY,1995,18524000
NY,1994,18459000
NY,1993,18375000
NY,1992,18247000
NY,1991,18123000
NY,1990,18021000
NY,1989,17983000
NY,1988,17941000
NY,1987,17869000
NY,1986,17833000
NY,1985,17792000
NY,1984,17746000
NY,1983,17687000
NY,1982,17590000
NY,1981,17568000
NY,1980,17567000
NY,1979,17584000
NY,1978,17681000
NY,1977,17813000
NY,1976,17941000
NY,1975,18003000
NY,1974,18050000
NY,1973,18177000
NY,1972,18339000
NY,1971,18358000
NY,1970,18268000
NY,1969,18105000
NY,1968,18051000
NY,1967,17935000
NY,1966,17843000
NY,1965,17734000
NY,1964,17589000
NY,1963,17461000
NY,1962,17301000
NY,1961,17061000
NY,1960,16838000
NH,2018,1353000
NH,2017,1349000
NH,2016,1342000
NH,2015,1336000
NH,2014,1333000
NH,2013,1327000
NH,2012,1324000
NH,2011,1320000
NH,2010,1317000
NH,2009,1316000
NH,2008,1316000
NH,2007,1313000
NH,2006,1308000
NH,2005,1298000
NH,2004,1290000
NH,2003,1280000
NH,2002,1269000
NH,2001,1256000
NH,2000,1240000
NH,1999,1222000
NH,1998,1206000
NH,1997,1189000
NH,1996,1175000
NH,1995,1158000
NH,1994,1143000
NH,1993,1129000
NH,1992,1118000
NH,1991,1110000
NH,1990,1112000
NH,1989,1105000
NH,1988,1083000
NH,1987,1054000
NH,1986,1025000
NH,1985,997000
NH,1984,977000
NH,1983,958000
NH,1982,948000
NH,1981,937000
NH,1980,924000
NH,1979,909000
NH,1978,892000
NH,1977,870000
NH,1976,845000
NH,1975,829000
NH,1974,816000
NH,1973,801000
NH,1972,781000
NH,1971,762000
NH,1970,742000
NH,1969,724000
NH,1968,709000
NH,1967,697000
NH,1966,681000
NH,1965,676000
NH,1964,663000
NH,1963,649000
NH,1962,632000
NH,1961,618000
NH,1960,609000
AZ,2018,7158000
AZ,2017,7044000
AZ,2016,6941000
AZ,2015,6830000
AZ,2014,6730000
AZ,2013,6633000
AZ,2012,6555000
AZ,2011,6473000
AZ,2010,6407000
AZ,2009,6343000
AZ,2008,6280000
AZ,2007,6168000
AZ,2006,6029000
AZ,2005,5839000
AZ,2004,5652000
AZ,2003,5510000
AZ,2002,5396000
AZ,2001,5273000
AZ,2000,5161000
AZ,1999,5024000
AZ,1998,4883000
AZ,1997,4737000
AZ,1996,4587000
AZ,1995,4432000
AZ,1994,4245000
AZ,1993,4065000
AZ,1992,3916000
AZ,1991,3789000
AZ,1990,3684000
AZ,1989,3622000
AZ,1988,3535000
AZ,1987,3437000
AZ,1986,3308000
AZ,1985,3184000
AZ,1984,3067000
AZ,1983,2969000
AZ,1982,2890000
AZ,1981,2810000
AZ,1980,2738000
AZ,1979,2636000
AZ,1978,2515000
AZ,1977,2425000
AZ,1976,2346000
AZ,1975,2285000
AZ,1974,2223000
AZ,1973,2124000
AZ,1972,2008000
AZ,1971,1896000
AZ,1970,1792000
AZ,1969,1737000
AZ,1968,1682000
AZ,1967,1646000
AZ,1966,1614000
AZ,1965,1584000
AZ,1964,1556000
AZ,1963,1521000
AZ,1962,1471000
AZ,1961,1407000
AZ,1960,1321000
UT,2018,3154000
UT,2017,3101000
UT,2016,3042000
UT,2015,2982000
UT,2014,2937000
UT,2013,2898000
UT,2012,2853000
UT,2011,2814000
UT,2010,2775000
UT,2009,2723000
UT,2008,2663000
UT,2007,2598000
UT,2006,2526000
UT,2005,2458000
UT,2004,2402000
UT,2003,2360000
UT,2002,2325000
UT,2001,2284000
UT,2000,2245000
UT,1999,2203000
UT,1998,2166000
UT,1997,2120000
UT,1996,2068000
UT,1995,2014000
UT,1994,1960000
UT,1993,1898000
UT,1992,1837000
UT,1991,1780000
UT,1990,1731000
UT,1989,1706000
UT,1988,1689000
UT,1987,1678000
UT,1986,1663000
UT,1985,1643000
UT,1984,1622000
UT,1983,1595000
UT,1982,1558000
UT,1981,1515000
UT,1980,1473000
UT,1979,1420000
UT,1978,1368000
UT,1977,1320000
UT,1976,1275000
UT,1975,1236000
UT,1974,1200000
UT,1973,1170000
UT,1972,1135000
UT,1971,1101000
UT,1970,1066000
UT,1969,1047000
UT,1968,1029000
UT,1967,1019000
UT,1966,1009000
UT,1965,991000
UT,1964,978000
UT,1963,974000
UT,1962,958000
UT,1961,936000
UT,1960,900000
MO,2018,6122000
MO,2017,6107000
MO,2016,6087000
MO,2015,6072000
MO,2014,6056000
MO,2013,6041000
MO,2012,6024000
MO,2011,6010000
MO,2010,5996000
MO,2009,5961000
MO,2008,5924000
MO,2007,5888000
MO,2006,5843000
MO,2005,5790000
MO,2004,5748000
MO,2003,5709000
MO,2002,5675000
MO,2001,5641000
MO,2000,5607000
MO,1999,5562000
MO,1998,5522000
MO,1997,5481000
MO,1996,5432000
MO,1995,5378000
MO,1994,5324000
MO,1993,5271000
MO,1992,5217000
MO,1991,5171000
MO,1990,5129000
MO,1989,5096000
MO,1988,5082000
MO,1987,5057000
MO,1986,5023000
MO,1985,5000000
MO,1984,4975000
MO,1983,4944000
MO,1982,4929000
MO,1981,4932000
MO,1980,4922000
MO,1979,4912000
MO,1978,4889000
MO,1977,4863000
MO,1976,4839000
MO,1975,4808000
MO,1974,4796000
MO,1973,4783000
MO,1972,4759000
MO,1971,4726000
MO,1970,4688000
MO,1969,4640000
MO,1968,4568000
MO,1967,4539000
MO,1966,4523000
MO,1965,4467000
MO,1964,4442000
MO,1963,4392000
MO,1962,4357000
MO,1961,4349000
MO,1960,4326000
CT,2018,3572000
CT,2017,3573000
CT,2016,3578000
CT,2015,3587000
CT,2014,3595000
CT,2013,3595000
CT,2012,3595000
CT,2011,3588000
CT,2010,3579000
CT,2009,3562000
CT,2008,3546000
CT,2007,3527000
CT,2006,3517000
CT,2005,3507000
CT,2004,3496000
CT,2003,3484000
CT,2002,3459000
CT,2001,3433000
CT,2000,3412000
CT,1999,3386000
CT,1998,3365000
CT,1997,3349000
CT,1996,3337000
CT,1995,3324000
CT,1994,3316000
CT,1993,3309000
CT,1992,3301000
CT,1991,3303000
CT,1990,3292000
CT,1989,3283000
CT,1988,3272000
CT,1987,3247000
CT,1986,3224000
CT,1985,3201000
CT,1984,3180000
CT,1983,3162000
CT,1982,3139000
CT,1981,3129000
CT,1980,3113000
CT,1979,3096000
CT,1978,3092000
CT,1977,3086000
CT,1976,3083000
CT,1975,3082000
CT,1974,3074000
CT,1973,3068000
CT,1972,3069000
CT,1971,3061000
CT,1970,3041000
CT,1969,3000000
CT,1968,2964000
CT,1967,2935000
CT,1966,2903000
CT,1965,2857000
CT,1964,2798000
CT,1963,2727000
CT,1962,2647000
CT,1961,2586000
CT,1960,2544000
OR,2018,4182000
OR,2017,4144000
OR,2016,4090000
OR,2015,4016000
OR,2014,3963000
OR,2013,3922000
OR,2012,3899000
OR,2011,3872000
OR,2010,3837000
OR,2009,3809000
OR,2008,3769000
OR,2007,3722000
OR,2006,3671000
OR,2005,3613000
OR,2004,3569000
OR,2003,3547000
OR,2002,3513000
OR,2001,3468000
OR,2000,3430000
OR,1999,3394000
OR,1998,3352000
OR,1997,3304000
OR,1996,3247000
OR,1995,3184000
OR,1994,3121000
OR,1993,3060000
OR,1992,2992000
OR,1991,2929000
OR,1990,2860000
OR,1989,2791000
OR,1988,2741000
OR,1987,2701000
OR,1986,2684000
OR,1985,2673000
OR,1984,2667000
OR,1983,2653000
OR,1982,2665000
OR,1981,2668000
OR,1980,2641000
OR,1979,2588000
OR,1978,2518000
OR,1977,2447000
OR,1976,2378000
OR,1975,2330000
OR,1974,2285000
OR,1973,2242000
OR,1972,2197000
OR,1971,2151000
OR,1970,2101000
OR,1969,2062000
OR,1968,2004000
OR,1967,1979000
OR,1966,1969000
OR,1965,1937000
OR,1964,1888000
OR,1963,1853000
OR,1962,1818000
OR,1961,1787000
OR,1960,1772000
SD,2018,879000
SD,2017,873000
SD,2016,863000
SD,2015,854000
SD,2014,849000
SD,2013,842000
SD,2012,834000
SD,2011,823000
SD,2010,816000
SD,2009,807000
SD,2008,799000
SD,2007,792000
SD,2006,783000
SD,2005,775000
SD,2004,770000
SD,2003,764000
SD,2002,760000
SD,2001,758000
SD,2000,756000
SD,1999,750000
SD,1998,746000
SD,1997,744000
SD,1996,742000
SD,1995,738000
SD,1994,731000
SD,1993,722000
SD,1992,713000
SD,1991,704000
SD,1990,697000
SD,1989,697000
SD,1988,698000
SD,1987,696000
SD,1986,696000
SD,1985,698000
SD,1984,697000
SD,1983,693000
SD,1982,691000
SD,1981,690000
SD,1980,691000
SD,1979,688000
SD,1978,689000
SD,1977,688000
SD,1976,686000
SD,1975,681000
SD,1974,680000
SD,1973,679000
SD,1972,677000
SD,1971,671000
SD,1970,668000
SD,1969,668000
SD,1968,669000
SD,1967,671000
SD,1966,683000
SD,1965,692000
SD,1964,701000
SD,1963,708000
SD,1962,705000
SD,1961,693000
SD,1960,683000
WA,2018,7524000
WA,2017,7423000
WA,2016,7295000
WA,2015,7164000
WA,2014,7055000
WA,2013,6964000
WA,2012,6897000
WA,2011,6822000
WA,2010,6743000
WA,2009,6667000
WA,2008,6562000
WA,2007,6462000
WA,2006,6371000
WA,2005,6257000
WA,2004,6179000
WA,2003,6104000
WA,2002,6052000
WA,2001,5986000
WA,2000,5911000
WA,1999,5843000
WA,1998,5770000
WA,1997,5675000
WA,1996,5570000
WA,1995,5481000
WA,1994,5375000
WA,1993,5279000
WA,1992,5161000
WA,1991,5026000
WA,1990,4903000
WA,1989,4746000
WA,1988,4640000
WA,1987,4532000
WA,1986,4453000
WA,1985,4400000
WA,1984,4344000
WA,1983,4300000
WA,1982,4277000
WA,1981,4236000
WA,1980,4155000
WA,1979,4018000
WA,1978,3889000
WA,1977,3776000
WA,1976,3694000
WA,1975,3621000
WA,1974,3550000
WA,1973,3479000
WA,1972,3448000
WA,1971,3448000
WA,1970,3413000
WA,1969,3343000
WA,1968,3270000
WA,1967,3174000
WA,1966,3057000
WA,1965,2967000
WA,1964,2961000
WA,1963,2955000
WA,1962,2942000
WA,1961,2882000
WA,1960,2855000
TN,2018,6772000
TN,2017,6709000
TN,2016,6646000
TN,2015,6591000
TN,2014,6541000
TN,2013,6494000
TN,2012,6454000
TN,2011,6397000
TN,2010,6355000
TN,2009,6306000
TN,2008,6247000
TN,2007,6176000
TN,2006,6089000
TN,2005,5991000
TN,2004,5911000
TN,2003,5848000
TN,2002,5796000
TN,2001,5751000
TN,2000,5704000
TN,1999,5639000
TN,1998,5570000
TN,1997,5499000
TN,1996,5417000
TN,1995,5327000
TN,1994,5231000
TN,1993,5138000
TN,1992,5050000
TN,1991,4967000
TN,1990,4894000
TN,1989,4854000
TN,1988,4822000
TN,1987,4783000
TN,1986,4739000
TN,1985,4715000
TN,1984,4687000
TN,1983,4660000
TN,1982,4646000
TN,1981,4628000
TN,1980,4600000
TN,1979,4560000
TN,1978,4486000
TN,1977,4423000
TN,1976,4347000
TN,1975,4276000
TN,1974,4214000
TN,1973,4147000
TN,1972,4095000
TN,1971,4014000
TN,1970,3937000
TN,1969,3897000
TN,1968,3878000
TN,1967,3859000
TN,1966,3822000
TN,1965,3798000
TN,1964,3771000
TN,1963,3718000
TN,1962,3673000
TN,1961,3622000
TN,1960,3575000
VT,2018,624000
VT,2017,624000
VT,2016,624000
VT,2015,625000
VT,2014,625000
VT,2013,626000
VT,2012,626000
VT,2011,627000
VT,2010,626000
VT,2009,625000
VT,2008,624000
VT,2007,623000
VT,2006,623000
VT,2005,621000
VT,2004,620000
VT,2003,618000
VT,2002,615000
VT,2001,612000
VT,2000,610000
VT,1999,605000
VT,1998,600000
VT,1997,597000
VT,1996,594000
VT,1995,589000
VT,1994,584000
VT,1993,578000
VT,1992,573000
VT,1991,569000
VT,1990,565000
VT,1989,558000
VT,1988,550000
VT,1987,540000
VT,1986,534000
VT,1985,530000
VT,1984,527000
VT,1983,523000
VT,1982,519000
VT,1981,516000
VT,1980,513000
VT,1979,505000
VT,1978,498000
VT,1977,492000
VT,1976,485000
VT,1975,480000
VT,1974,473000
VT,1973,468000
VT,1972,463000
VT,1971,454000
VT,1970,446000
VT,1969,437000
VT,1968,430000
VT,1967,423000
VT,1966,413000
VT,1965,404000
VT,1964,399000
VT,1963,397000
VT,1962,393000
VT,1961,390000
VT,1960,389000
MT,2018,1061000
MT,2017,1052000
MT,2016,1041000
MT,2015,1030000
MT,2014,1022000
MT,2013,1014000
MT,2012,1004000
MT,2011,997000
MT,2010,991000
MT,2009,984000
MT,2008,976000
MT,2007,965000
MT,2006,953000
MT,2005,940000
MT,2004,930000
MT,2003,920000
MT,2002,912000
MT,2001,907000
MT,2000,904000
MT,1999,898000
MT,1998,892000
MT,1997,890000
MT,1996,886000
MT,1995,877000
MT,1994,861000
MT,1993,845000
MT,1992,826000
MT,1991,810000
MT,1990,800000
MT,1989,800000
MT,1988,800000
MT,1987,805000
MT,1986,814000
MT,1985,822000
MT,1984,821000
MT,1983,814000
MT,1982,804000
MT,1981,795000
MT,1980,789000
MT,1979,787000
MT,1978,782000
MT,1977,770000
MT,1976,757000
MT,1975,748000
MT,1974,736000
MT,1973,727000
MT,1972,719000
MT,1971,711000
MT,1970,698000
MT,1969,694000
MT,1968,700000
MT,1967,701000
MT,1966,707000
MT,1965,706000
MT,1964,706000
MT,1963,703000
MT,1962,698000
MT,1961,696000
MT,1960,679000
PA,2018,12801000
PA,2017,12788000
PA,2016,12782000
PA,2015,12785000
PA,2014,12788000
PA,2013,12776000
PA,2012,12767000
PA,2011,12745000
PA,2010,12711000
PA,2009,12667000
PA,2008,12612000
PA,2007,12564000
PA,2006,12511000
PA,2005,12450000
PA,2004,12411000
PA,2003,12375000
PA,2002,12331000
PA,2001,12299000
PA,2000,12284000
PA,1999,12264000
PA,1998,12246000
PA,1997,12228000
PA,1996,12220000
PA,1995,12198000
PA,1994,12166000
PA,1993,12120000
PA,1992,12049000
PA,1991,11982000
PA,1990,11903000
PA,1989,11866000
PA,1988,11846000
PA,1987,11811000
PA,1986,11783000
PA,1985,11771000
PA,1984,11815000
PA,1983,11838000
PA,1982,11845000
PA,1981,11859000
PA,1980,11868000
PA,1979,11888000
PA,1978,11879000
PA,1977,11894000
PA,1976,11897000
PA,1975,11906000
PA,1974,11871000
PA,1973,11891000
PA,1972,11908000
PA,1971,11886000
PA,1970,11813000
PA,1969,11741000
PA,1968,11741000
PA,1967,11681000
PA,1966,11664000
PA,1965,11620000
PA,1964,11519000
PA,1963,11424000
PA,1962,11355000
PA,1961,11392000
PA,1960,11329000
WV,2018,1804000
WV,2017,1817000
WV,2016,1831000
WV,2015,1842000
WV,2014,1849000
WV,2013,1854000
WV,2012,1857000
WV,2011,1856000
WV,2010,1854000
WV,2009,1848000
WV,2008,1840000
WV,2007,1834000
WV,2006,1828000
WV,2005,1820000
WV,2004,1816000
WV,2003,1812000
WV,2002,1805000
WV,2001,1801000
WV,2000,1807000
WV,1999,1812000
WV,1998,1816000
WV,1997,1819000
WV,1996,1823000
WV,1995,1824000
WV,1994,1820000
WV,1993,1818000
WV,1992,1806000
WV,1991,1799000
WV,1990,1793000
WV,1989,1807000
WV,1988,1830000
WV,1987,1858000
WV,1986,1882000
WV,1985,1907000
WV,1984,1928000
WV,1983,1945000
WV,1982,1950000
WV,1981,1954000
WV,1980,1951000
WV,1979,1942000
WV,1978,1923000
WV,1977,1908000
WV,1976,1880000
WV,1975,1842000
WV,1974,1815000
WV,1973,1806000
WV,1972,1798000
WV,1971,1771000
WV,1970,1751000
WV,1969,1746000
WV,1968,1763000
WV,1967,1769000
WV,1966,1775000
WV,1965,1786000
WV,1964,1797000
WV,1963,1796000
WV,1962,1809000
WV,1961,1828000
WV,1960,1853000
NM,2018,2093000
NM,2017,2092000
NM,2016,2092000
NM,2015,2089000
NM,2014,2090000
NM,2013,2092000
NM,2012,2087000
NM,2011,2080000
NM,2010,2065000
NM,2009,2037000
NM,2008,2011000
NM,2007,1990000
NM,2006,1962000
NM,2005,1932000
NM,2004,1904000
NM,2003,1878000
NM,2002,1855000
NM,2001,1832000
NM,2000,1821000
NM,1999,1808000
NM,1998,1793000
NM,1997,1775000
NM,1996,1752000
NM,1995,1720000
NM,1994,1682000
NM,1993,1636000
NM,1992,1595000
NM,1991,1555000
NM,1990,1522000
NM,1989,1504000
NM,1988,1490000
NM,1987,1479000
NM,1986,1463000
NM,1985,1438000
NM,1984,1417000
NM,1983,1394000
NM,1982,1364000
NM,1981,1333000
NM,1980,1309000
NM,1979,1285000
NM,1978,1238000
NM,1977,1216000
NM,1976,1189000
NM,1975,1160000
NM,1974,1131000
NM,1973,1106000
NM,1972,1079000
NM,1971,1054000
NM,1970,1023000
NM,1969,1011000
NM,1968,994000
NM,1967,1000000
NM,1966,1007000
NM,1965,1012000
NM,1964,1006000
NM,1963,989000
NM,1962,979000
NM,1961,965000
NM,1960,954000
NC,2018,10382000
NC,2017,10268000
NC,2016,10155000
NC,2015,10032000
NC,2014,9933000
NC,2013,9843000
NC,2012,9749000
NC,2011,9657000
NC,2010,9574000
NC,2009,9450000
NC,2008,9309000
NC,2007,9118000
NC,2006,8917000
NC,2005,8705000
NC,2004,8553000
NC,2003,8423000
NC,2002,8326000
NC,2001,8210000
NC,2000,8082000
NC,1999,7949000
NC,1998,7809000
NC,1997,7657000
NC,1996,7501000
NC,1995,7345000
NC,1994,7187000
NC,1993,7043000
NC,1992,6897000
NC,1991,6784000
NC,1990,6664000
NC,1989,6565000
NC,1988,6481000
NC,1987,6404000
NC,1986,6322000
NC,1985,6254000
NC,1984,6164000
NC,1983,6077000
NC,1982,6019000
NC,1981,5957000
NC,1980,5899000
NC,1979,5823000
NC,1978,5759000
NC,1977,5686000
NC,1976,5608000
NC,1975,5547000
NC,1974,5471000
NC,1973,5390000
NC,1972,5301000
NC,1971,5204000
NC,1970,5098000
NC,1969,5031000
NC,1968,5004000
NC,1967,4952000
NC,1966,4896000
NC,1965,4863000
NC,1964,4802000
NC,1963,4742000
NC,1962,4707000
NC,1961,4663000
NC,1960,4573000
IL,2018,12723000
IL,2017,12779000
IL,2016,12821000
IL,2015,12859000
IL,2014,12884000
IL,2013,12895000
IL,2012,12883000
IL,2011,12867000
IL,2010,12841000
IL,2009,12797000
IL,2008,12747000
IL,2007,12696000
IL,2006,12644000
IL,2005,12610000
IL,2004,12590000
IL,2003,12556000
IL,2002,12526000
IL,2001,12488000
IL,2000,12434000
IL,1999,12359000
IL,1998,12272000
IL,1997,12186000
IL,1996,12102000
IL,1995,12008000
IL,1994,11913000
IL,1993,11810000
IL,1992,11694000
IL,1991,11569000
IL,1990,11453000
IL,1989,11410000
IL,1988,11390000
IL,1987,11391000
IL,1986,11387000
IL,1985,11400000
IL,1984,11412000
IL,1983,11409000
IL,1982,11423000
IL,1981,11443000
IL,1980,11435000
IL,1979,11397000
IL,1978,11413000
IL,1977,11386000
IL,1976,11343000
IL,1975,11292000
IL,1974,11262000
IL,1973,11251000
IL,1972,11252000
IL,1971,11202000
IL,1970,11128000
IL,1969,11039000
IL,1968,10995000
IL,1967,10947000
IL,1966,10836000
IL,1965,10693000
IL,1964,10580000
IL,1963,10402000
IL,1962,10280000
IL,1961,10130000
IL,1960,10086000
TX,2018,28629000
TX,2017,28295000
TX,2016,27914000
TX,2015,27470000
TX,2014,26964000
TX,2013,26480000
TX,2012,26084000
TX,2011,25646000
TX,2010,25242000
TX,2009,24802000
TX,2008,24309000
TX,2007,23832000
TX,2006,23360000
TX,2005,22778000
TX,2004,22394000
TX,2003,22031000
TX,2002,21690000
TX,2001,21320000
TX,2000,20944000
TX,1999,20558000
TX,1998,20158000
TX,1997,19740000
TX,1996,19340000
TX,1995,18959000
TX,1994,18564000
TX,1993,18162000
TX,1992,17760000
TX,1991,17398000
TX,1990,17057000
TX,1989,16807000
TX,1988,16667000
TX,1987,16622000
TX,1986,16561000
TX,1985,16273000
TX,1984,16007000
TX,1983,15752000
TX,1982,15331000
TX,1981,14746000
TX,1980,14338000
TX,1979,13888000
TX,1978,13500000
TX,1977,13193000
TX,1976,12904000
TX,1975,12569000
TX,1974,12269000
TX,1973,12020000
TX,1972,11759000
TX,1971,11510000
TX,1970,11236000
TX,1969,11045000
TX,1968,10819000
TX,1967,10599000
TX,1966,10492000
TX,1965,10378000
TX,1964,10270000
TX,1963,10159000
TX,1962,10053000
TX,1961,9820000
TX,1960,9624000
GA,2018,10511000
GA,2017,10410000
GA,2016,10302000
GA,2015,10178000
GA,2014,10067000
GA,2013,9972000
GA,2012,9901000
GA,2011,9802000
GA,2010,9712000
GA,2009,9621000
GA,2008,9505000
GA,2007,9350000
GA,2006,9156000
GA,2005,8926000
GA,2004,8769000
GA,2003,8623000
GA,2002,8508000
GA,2001,8377000
GA,2000,8227000
GA,1999,8046000
GA,1998,7864000
GA,1997,7685000
GA,1996,7501000
GA,1995,7328000
GA,1994,7157000
GA,1993,6978000
GA,1992,6817000
GA,1991,6653000
GA,1990,6513000
GA,1989,6411000
GA,1988,6316000
GA,1987,6208000
GA,1986,6085000
GA,1985,5963000
GA,1984,5835000
GA,1983,5728000
GA,1982,5650000
GA,1981,5568000
GA,1980,5486000
GA,1979,5401000
GA,1978,5296000
GA,1977,5220000
GA,1976,5133000
GA,1975,5064000
GA,1974,4999000
GA,1973,4910000
GA,1972,4809000
GA,1971,4712000
GA,1970,4607000
GA,1969,4551000
GA,1968,4482000
GA,1967,4408000
GA,1966,4379000
GA,1965,4332000
GA,1964,4258000
GA,1963,4172000
GA,1962,4086000
GA,1961,4015000
GA,1960,3956000
WY,2018,578000
WY,2017,579000
WY,2016,584000
WY,2015,586000
WY,2014,583000
WY,2013,582000
WY,2012,576000
WY,2011,567000
WY,2010,564000
WY,2009,560000
WY,2008,546000
WY,2007,535000
WY,2006,523000
WY,2005,514000
WY,2004,509000
WY,2003,503000
WY,2002,500000
WY,2001,495000
WY,2000,494000
WY,1999,492000
WY,1998,491000
WY,1997,489000
WY,1996,488000
WY,1995,485000
WY,1994,480000
WY,1993,473000
WY,1992,466000
WY,1991,459000
WY,1990,454000
WY,1989,458000
WY,1988,465000
WY,1987,477000
WY,1986,496000
WY,1985,500000
WY,1984,505000
WY,1983,510000
WY,1982,506000
WY,1981,492000
WY,1980,474000
WY,1979,454000
WY,1978,433000
WY,1977,413000
WY,1976,397000
WY,1975,382000
WY,1974,366000
WY,1973,354000
WY,1972,347000
WY,1971,340000
WY,1970,334000
WY,1969,329000
WY,1968,324000
WY,1967,322000
WY,1966,323000
WY,1965,332000
WY,1964,339000
WY,1963,336000
WY,1962,333000
WY,1961,337000
WY,1960,331000
ME,2018,1339000
ME,2017,1335000
ME,2016,1331000
ME,2015,1328000
ME,2014,1331000
ME,2013,1328000
ME,2012,1328000
ME,2011,1328000
ME,2010,1328000
ME,2009,1330000
ME,2008,1331000
ME,2007,1327000
ME,2006,1324000
ME,2005,1319000
ME,2004,1314000
ME,2003,1307000
ME,2002,1296000
ME,2001,1286000
ME,2000,1277000
ME,1999,1267000
ME,1998,1259000
ME,1997,1255000
ME,1996,1249000
ME,1995,1243000
ME,1994,1243000
ME,1993,1242000
ME,1992,1239000
ME,1991,1237000
ME,1990,1232000
ME,1989,1220000
ME,1988,1204000
ME,1987,1185000
ME,1986,1170000
ME,1985,1163000
ME,1984,1156000
ME,1983,1145000
ME,1982,1137000
ME,1981,1133000
ME,1980,1127000
ME,1979,1123000
ME,1978,1114000
ME,1977,1104000
ME,1976,1088000
ME,1975,1072000
ME,1974,1059000
ME,1973,1046000
ME,1972,1034000
ME,1971,1015000
ME,1970,997000
ME,1969,992000
ME,1968,994000
ME,1967,1004000
ME,1966,999000
ME,1965,997000
ME,1964,993000
ME,1963,993000
ME,1962,994000
ME,1961,995000
ME,1960,975000
SC,2018,5084000
SC,2017,5021000
SC,2016,4958000
SC,2015,4892000
SC,2014,4824000
SC,2013,4764000
SC,2012,4717000
SC,2011,4671000
SC,2010,4636000
SC,2009,4590000
SC,2008,4529000
SC,2007,4444000
SC,2006,4358000
SC,2005,4270000
SC,2004,4211000
SC,2003,4150000
SC,2002,4108000
SC,2001,4065000
SC,2000,4024000
SC,1999,3975000
SC,1998,3919000
SC,1997,3860000
SC,1996,3796000
SC,1995,3749000
SC,1994,3705000
SC,1993,3663000
SC,1992,3620000
SC,1991,3570000
SC,1990,3501000
SC,1989,3457000
SC,1988,3412000
SC,1987,3381000
SC,1986,3343000
SC,1985,3303000
SC,1984,3272000
SC,1983,3234000
SC,1982,3208000
SC,1981,3179000
SC,1980,3135000
SC,1979,3090000
SC,1978,3044000
SC,1977,2992000
SC,1976,2944000
SC,1975,2902000
SC,1974,2845000
SC,1973,2777000
SC,1972,2719000
SC,1971,2662000
SC,1970,2597000
SC,1969,2570000
SC,1968,2559000
SC,1967,2533000
SC,1966,2520000
SC,1965,2494000
SC,1964,2475000
SC,1963,2460000
SC,1962,2423000
SC,1961,2409000
SC,1960,2392000
WI,2018,5807000
WI,2017,5790000
WI,2016,5773000
WI,2015,5761000
WI,2014,5752000
WI,2013,5737000
WI,2012,5720000
WI,2011,5705000
WI,2010,5690000
WI,2009,5669000
WI,2008,5641000
